지역,업소명,주소,전화전호,주메뉴
논산,지정회관,논산시 연무읍 득안대로 412,041-741-5005,"한우등심,불낙새전골,갈비탕"
논산,한마당,논산시 연무읍 득안대로 442-5,041-742-6990,"한우등심,삼겹살,돼지고기양념"
논산,산애들애,논산시 연산면 황룡재로 64-11,041-733-6337,"바베큐모둠,바베큐한우, 바베큐오리"
논산,대박밥상,논산시 연산면 계백로 1832-4,041-735-3028,"대박밥상정식,황태전골,동태찌개"
논산,계모의행복한밥상,논산시 연산면 화악길 62,041-735-0707,"오계황기탕,오계전복백숙,오계황기보탕"
논산,고향냉면,논산시 은진면 탑정로 590,041-742-3437,"돼지갈비,삼겹살,오리훈제,토종백숙"
논산,들풀밥상,논산시 관촉로 67번길 15(지산동),041-736-0078,"불고기샤브샤브정식,갈비살정식"
논산,팔복정,논산시 관촉로 94번길 34-30(지산동),041-734-5282,"한방옻닭.백숙, 동충하초닭.오리,"
논산,농협목우촌바베큐마을,논산시 관촉로 113-7(지산동),041-733-0058,"등심, 오리바베큐, 모듬바베큐"
논산,제주어장,논산시 중앙로 410번길 13-7(취암동),041-736-7362,"광어회,우럭회,도미회,농어회"
논산,놀부부대찌개철판구이,논산시 중앙로 410번길 13-5(취암동),041-736-3225,"해물부대전골,쭈꾸미삼겹철판구이"
논산,화로구이,논산시 중앙로 410번길 13-12(취암동),041-733-9473,"돼지갈비,삼겹살,항정살,살치살"
논산,소나무,논산시 논산대로 357(취암동),041-735-7191,"소나무한정식,백합한정식,국화한정식"
논산,키즈카페어린왕자,논산시 중앙로 322번길 10(취암동),041-733-1990,"스파게티, 바베큐립, 돈까스"
논산,동해안동태찜,논산시 중앙로 340(취암동),041-733-7181,"동태찜,대구뽈찜,생대구탕,동태탕"
논산,탄불이,논산시 체육로 75-3(취암동),041-734-2081,"연탄불고기쌈밥,오리바베큐쌈밥"
논산,신해미횟집,논산시 계백로 976(취암동),041-735-3409,"생선초밥,알탕,회정식,특정식"
논산,샤브쌈주머니,논산시 계백로 989(취암동),041-734-4100,"소고기샤브월남쌈,샤브왕쌈"
논산,장금이,논산시 체육로 60(취암동),041-732-5209,"단호박바베큐,장금이철판구이,정식"
논산,복있는집,논산시 부창로 100번길 5-2(취암동),041-733-5789,"복불고기,복샤브샤브,복지리,복매운탕"
논산,연산왕막국수,논산시 연산면 신암길 4-1,041-734-8210,"막국수,홍어회막국수,온막국수"
논산,루체,논산시 가야곡면 탑정로 840,041-741-7202,"스테이크,돈까스,파스타"
논산,명가오리천국,논산시 연무읍 안심로 152,041-742-0550,"한방오리,오리주물럭,오리로스"
논산,연산순대마을,논산시 연산면 선비로 112,041-735-0563,"순대국밥,순대전골,순대모듬"
논산,조선옥,논산시 연무읍 연무로 201-1,041-742-2560,"돼지갈비,생삼겹살,한우등심"
논산,스크린,논산시 연무읍 연무로 214-1,041-741-4200,"안심스테이크,치즈햄버거스테이크"
논산,오리와십리,논산시 가야곡면 탑정로 926,041-741-1476,"유황음양곽백숙,유황오리주물럭"
논산,윤대감네,논산시 연무읍 득안대로 391,041-741-4848,"한우암소등심,양념갈비"
논산,신샘골가든앤크레이지덕,논산시 관촉로 287(취암동),041-733-3368,"녹두삼계탕,단호박삼계탕"
논산,외길,논산시 중앙로398번길 13-3(취암동),041-733-3003,"한우꽃등심,한우불고기,생삼겹살"
논산,모리화,논산시 벌곡면 수락로 46-1,041-734-9408,"자장면,짬뽕,탕수육,쟁반자장"
논산,참치21,논산시 중앙로410번길7-2(취암동),041-736-9995,"참치특초밥,모듬생선초밥"
논산,제주흑도야지,논산시 중앙로398번길8(취암동),041-733-6235,"제주흑돼지,삼겹살,갈비"
논산,시골마을,논산시 광석면 사계로 435,041-733-0168,"청국장,바지락손두부,해물칼국수"
논산,삼오정,논산시 강경읍 대흥로 43,041-745-4466,"돌솥밥,갈비탕,돼지갈비,삼겹살"
논산,부창손칼국수보쌈,논산시 부창로 76-1(부창동),041-735-9992,"검은콩국수,팥칼국수,해물칼국수"
논산,초원우렁쌈밥,논산시 논산대로269-24(내동),041-735-2244,"우렁쌈장정식,우렁쌈장"
논산,봉황순대,논산시 시민로210번길 37(내동),041-736-1192,"순대국밥,철판볶음,모듬순대"
논산,화평동쌈밥,논산시 체육로 72-1(취암동),041-734-8895,"오리생구이,훈제,주물럭,삼겹살"
논산,싸리집,논산시 계백로 791(등화동),041-733-7701,"유기농우렁쌈밥,돌솥쌈밥정식"
논산,남천동조방낙지,논산시 시민로194번길 36(내동),041-736-0938,"낙지불고기,게낙찜,아낙찜,게낙탕"
논산,송락촌,논산시 관촉로1번길 18-5(관촉동),041-732-1391,"옻닭,옻오리,닭백숙,오리백숙"
논산,들풀오리마을,논산시 관촉로 67번길 13(지산동),041-732-9257,"누룽지토종닭백숙,누룽지오리백숙"
논산,이대로짬뽕,논산시 연산면계백로2574,041-736-8464,"자장면,짬뽕,탕수육"
계룡,향적산 묵식당,계룡시 엄사면 광석향한길 223,042-841-5557,"한방오리,닭도리탕,묵무침,묵밥"
계룡,놀부 부대식당,계룡시 엄사면 전원로 5-4,042-841-2606,"놀부 부대찌게,해물부대찌게"
계룡,토담,계룡시 엄사면 번영11길 25,042-841-0330,"훈제오리,오리주물럭,한방백숙"
계룡,신도리 한우촌,계룡시 엄사면 번영11길 4-57,042-841-7748,"곰탕,꽃등심,냉면"
계룡,국사봉,계룡시 엄사면 번영8길 4-3,042-841-9440,한정식
계룡,회동,계룡시 엄사면 연화동길 19,042-841-1254,"전복삼계탕,전복죽,전복 혜천탕"
계룡,계룡면옥,계룡시 새터산길 4(금암동),042-841-4134,"냉면,갈비탕,돼지갈비"
계룡,터전,계룡시 장안2길 13(금암동),042-840-9421,"터전정식,대구지리,삼겹살"
계룡,계룡회타운,계룡시 엄사면 엄사중앙로 5,042-840-6161,"삼겹살숙주볶음,적된장삼겹구이"
계룡,맛나 감자탕,계룡시 금암로 142(금암동),042-840-7770,"감자탕,해물뼈찜"
계룡,용인 토종순대,계룡시 엄사면 번영7길 8,042-841-1668,"순대국,철판볶음,모듬순대"
계룡,제주뜰향갈치,계룡시 서금암2길 18(금암동),042-841-7770,"갈치조림,고등어조림,활어회"
계룡,콩밭가인,계룡시 새터산길 12(금암동),042-841-6776,"두부보쌈,청국장,메로전골"
계룡,신도스시,계룡시 장안로 31(금암동),042-551-5678,"모듬회,신도정식"
계룡,신도안 오리,계룡시 장안로 31(금암동),042-551-5292,"한방혜천탕,황제탕"
계룡,우가옥,계룡시 계룡대로 307(금암동),042-840-8700,"갈비탕,갈비찜,백숙"
계룡,예사랑 막국수,계룡시 계룡대로 263(금암동),042-841-7171,"막국수,족발,만두"
계룡,아빠의 주방,계룡시 장안2길 17(금암동),042-841-4502,"까르보나라,생등심스테이크"
계룡,샤브마름,계룡시 서금암2길 15(금암동),042-841-0222,월남쌈샤브
계룡,미르,계룡시 엄사면 전원로 5-11,042-841-4995,"돈까스,스파게티, 스테이크"
당진,한촌설렁탕당진점,당진시 계성2길 11,041-353-8080,설렁탕
당진,놀부보쌈&부대찌개,당진시 계성3길 38,041-354-2216,부대찌개
당진,고맛참,당진시 계성3길 44-47,041-357-5665,꽃게장
당진,여물한우정육식당,당진시 계성3길 54,041-356-5615,생고기
당진,명장화로,당진시 계성3길 9-26,041-357-5006,돼지갈비
당진,대흥각,당진시 고대면 고대로 32,041-353-4285,중화요리
당진,동가,당진시 고재봉길 14-5,041-355-0445,한정식
당진,해송,당진시 교동2길 83-15,041-357-0333,활어회
당진,차리인동네,당진시 구봉로 101-3,041-357-2427,오리매생이백숙
당진,생선구이집,당진시 당진중앙1로 240,041-352-8292,생선구이
당진,대금,당진시 당진중앙2로 211-50,041-355-7462,돼지갈비
당진,장어나라,당진시 당진중앙2로 236,041-356-9222,장어구이
당진,동경일식,당진시 당진중앙2로 236,041-354-1414,활어회
당진,백년회관,당진시 당진중앙2로 53-10,041-357-1114,정식
당진,남원골추어탕,당진시 먹거리길 10-25,041-357-3737,추어탕
당진,원할머니보쌈,당진시 먹거리길 103,041-357-5757,보쌈
당진,담쟝동치미냉면,당진시 먹거리길 120-14,041-357-5064,동치미냉면
당진,본가 건하은칼국수,당진시 먹거리길 120-28,041-358-6263,칼국수
당진,금상첨화,당진시 먹거리길 22-7,041-358-3390,삼겹살
당진,태봉면옥,당진시 먹거리길 9-3,041-356-7181,한우생고기
당진,옛날우렁이식당3호점,당진시 무수동1길 25-13,041-358-0868,우렁이쌈밥
당진,향아식당,당진시 무수동2길 30,041-356-1282,한우생고기
당진,신벌떼해장국,당진시 무수동7길 123,041-355-3282,해장국
당진,이화곱창,당진시 무수동7길 216-11,041-356-5553,곱창전골
당진,다오리,당진시 무수동7길 216-13,041-352-5233,오리요리
당진,박가부대찌개,당진시 무수동로 129,041-358-7743,부대찌개
당진,한우마을,당진시 무수동로 174,041-353-7070,한우생고기
당진,하나비,당진시 무수동로 246,041-358-0078,활어회
당진,예원,당진시 무수동안길 12,041-358-3352,돼지갈비
당진,옹기촌,당진시 무수동안길 13,041-355-3027,쌈밥정식
당진,장충동왕족발,당진시 무수동옛길 84,041-357-3300,족발
당진,청하본점,당진시 반촌로 22,041-358-7005,생고기
당진,도원,당진시 반촌로 22,041-356-6992,중화요리
당진,웰빙해초쌈.우미,당진시 반촌로 27-17,041-354-2203,활어회
당진,향촌,당진시 반촌로 27-44,041-356-9947,돼지갈비
당진,밀사랑해물손칼국수,당진시 밤절로 42-77,041-355-9333,칼국수
당진,당진제일꽃게장,당진시 백암로 246,041-353-6379,간장게장백반
당진,고래면옥,당진시 북문길 1-18,041-357-6082,냉면.돼지갈비
당진,용인토종순대국,당진시 서부로 51,041-353-0080,순대국밥
당진,장수옥설렁탕,당진시 서해로 6298-1,041-358-7892,설렁탕
당진,거북이횟집,당진시 석문면 석문해안로 19-22,041-353-0765,활어회
당진,왜목회타운,당진시 석문면 왜목길 26,041-352-9661,활어회
당진,태공수산,당진시 석문면 왜목길 35,041-353-6545,"우럭회,간재미무침"
당진,해안선,당진시 석문면 장고항로 298-2,041-353-6757,"활어회,실치회"
당진,등대횟집,당진시 석문면 장고항로 301,041-353-0261,활어회
당진,대송회관,당진시 석문면 장고항로 320,041-352-3886,활어회
당진,황성한우장터,당진시 송산면 송산로 911,041-352-7458,"생고기,갈비탕"
당진,도드람숯불갈비,당진시 송산면 송산로 913,041-358-0071,돼지갈비
당진,남가네설악추어탕한모둠순대국,당진시 송악읍 부곡공단2길 4,041-358-2292,추어탕
당진,나주곰탕,당진시 송악읍 북부산업로 1038,041-357-7782,곰탕
당진,장어가,당진시 송악읍 송악로 184,041-352-4846,장어구이
당진,오줌장군,당진시 송악읍 신복운로2길 22,041-358-9233,생삼겹살
당진,춘방설렁탕갈비탕,당진시 송악읍 신복운로4길 17,041-358-3822,설렁탕
당진,신대장금,당진시 송악읍 신복운로4길 8,041-356-5646,닭백숙
당진,고조선,당진시 송악읍 중흥새마을길 4,041-357-6692,돼지갈비
당진,김영희강남동태찜,당진시 송악읍 틀모시로 784,041-353-4566,동태탕
당진,동우회 회관,당진시 송악읍 한진포구길 24-3,041-356-1889,활어회
당진,한나루갈비,당진시 송악읍 한진포구길 39-10,041-358-3380,소생고기
당진,팔각정횟집,당진시 송악읍 한진포구길 55-11,041-357-8764,활어회
당진,한나루,당진시 송악읍 한진포구길 59,041-356-1969,활어회
당진,솔밭가든,당진시 순성면 순성로 599-5,041-355-5400,돼지갈비
당진,한솔정,당진시 신평면 거산3거리길 85-1,041-363-2121,돼지갈비
당진,소나무가든,당진시 신평면 매산해변길 10,041-363-2228,돼지갈비
당진,대아우렁이식당,당진시 신평면 서해로 7437,041-362-6544,우렁쌈밥
당진,우렁이박사,당진시 신평면 서해로 7439,041-362-9554,우렁쌈밥
당진,명성생고기나라,당진시 신평면 세정길 10,041-363-4562,소생고기
당진,쇠내골,당진시 신평면 신평길 93-27,041-363-5985,돼지갈비
당진,소우리생고기숯불굼터,당진시 신평면 신평로 812-28,041-362-7946,소생고기
당진,내고향냉면갈비전문,당진시 신평면 신평시장2길 12,041-363-0026,냉면.돼지갈비
당진,뚝방,당진시 어디실길 41-22,041-355-4188,메기탕
당진,우리매운곰탕,당진시 역천로 689,041-358-9805,곰탕
당진,오리박사,당진시 역천로 849-20,041-352-9252,오리요리
당진,푸른초장,당진시 우강면 면천로 1681,041-363-4023,오리요리
당진,천석회관,당진시 우강면 평양1로 743,041-362-3008,닭백숙
당진,원당가든,당진시 원당로 1,041-355-3715,돼지갈비
당진,해저도시,당진시 원당로 163,041-358-9790,대게
당진,중원,당진시 원당로 32,041-355-5577,중화요리
당진,원당본토갈비,당진시 원당로 80,041-357-9333,돼지갈비
당진,용궁,당진시 정미면 산동로 371-9,041-355-7222,백숙
당진,홍서방칼국수,당진시 천변1길 224-14,041-355-5881,칼국수
당진,털보횟집1호점,당진시 천변2길 109,041-352-9577,활어회
당진,합덕동천홍,당진시 합덕읍 남부로 1875,041-362-3373,중화요리
당진,홍주식당,당진시 합덕읍 덕평로 540,041-362-0283,한우생고기
당진,동해숯불갈비,당진시 합덕읍 버그내1길 198,041-363-2753,돼지갈비
당진,길손가든,당진시 합덕읍 예덕로 187,041-362-5686,오리정식
당진,국제가든,당진시 합덕읍 조정이2길 55,041-362-2496,붕어찜
당진,충남식당,당진시 합덕읍 중동길 33,041-362-2613,곱창전골
당진,전대가감자탕,당진시 합덕읍 중동길 35-1,041-362-3505,감자탕
당진,은미식당,당진시 합덕읍 중동길48-3,041-362-3565,백숙
당진,백송숯불갈비,당진시 합덕읍 합우로 175-5,041-363-7277,돼지갈비
금산,강변가든,금산군 제원면 용화로 10,041-752-7760,"인삼어죽,민물매운탕"
금산,도솔원,금산군 복수면 다복로 28,041-752-8037,오리인삼주물럭
금산,금정가든,금산군 금산읍 상리 48-1,041-753-1234,"김치갈비,삼겹살"
금산,인삼골식당,금산군 제원면 금강로 290,041-752-7516,"인삼어죽,민물매운탕"
금산,복수할매한우,금산군 복수면 복수로 458,041-753-3625,쇠고기구이
금산,가화정,금산군 복수면 복수로 781,041-753-1321,쇠고기등심
금산,골목추어탕,금산군 추부면 상마전길 15-3,041-752-5318,추어탕
금산,시탕뿌리,금산군 제원면 용화로 238-5,041-751-1456,"인삼어죽,민물매운탕"
금산,금산원조김정이삼계탕,금산군 금산읍 인삼약초로 33,041-752-2678,"삼계탕,전복삼계탕"
금산,복수청정한우,금산군 복수면 참물내기길 20,041-751-2403,쇠고기특수부위
금산,전주돌솥밥,금산군 금산읍 후곤천길 70,041-754-1351,"돌솥밥,냉면"
금산,금산송어횟집,금산군 진산면 휴양림로 2168,041-752-8060,송어회
금산,미각,금산군 금산읍 비선길 37-12,041-752-1636,"오리한방백숙,돌솥밥,야생버섯찌게"
금산,남경가든,금산군 금산읍 인삼약초1길5-3,041-754-1133,수입쇠고기
금산,적벽강가든,금산군 부리면 적벽강로 774,041-753-3595,"인삼어죽,민물매운탕"
금산,칠보네집,금산군 금산읍 비단로 184,041-751-1876,생삼겹살
금산,나리네농장가든,금산군 복수면 금바위길 12,041-753-6990,꿩7가지음식
금산,지경수가든,금산군 추부면 지경수길 6,041-753-7890,토종돼지생고기
금산,봉선양념구이,금산군 금산읍 비호로 99,041-754-9209,"삼겹살,목살"
금산,명가,금산군 금산읍 뒷담말길 30-1,041-751-1820,"손칼국수,수육"
금산,한양식당,금산군 금산읍 후곤천길 93,041-754-6464,"추어탕,생삼겹살"
금산,남촌가든,금산군 제원면 낙안길34-5,041-754-0878,인삼어죽
금산,꽃님이가든,금산군 진산면 태고사로 360,041-751-4948,"추어탕,오리불고기"
금산,잔치타운,금산군 금산읍 비호로89-6,041-751-0445,약초쌈밥
금산,맛깔인삼요리전문점,금산군 금산읍 비단로 172,041-753-5353,인삼복찜
금산,너구리의피난처,금산군 금성면 적우실길 28,041-753-3290,해물수제비
금산,마달피가든,금산군 제원면 용화로 272,041-754-7123,"인삼어죽,민물매운탕"
금산,먹세나,금산군 금성면 무금로 2527,041-751-0909,유황오리옻백숙
금산,아구산성,금산군 금산읍 군청4길 34,041-751-4979,"아구찜,탕"
금산,아우네부대찌개,금산군 금산읍 금산로 1502,041-751-2002,부대찌게
금산,삼원가든,금산군 남일면 무금로 2085,041-754-3121,한정식
금산,풍천민물장어,금산군 복수면 복수로 659,041-753-7027,민물장어
금산,인삼장어백탄구이,금산군 금산읍 군청3길 7,041-751-0323,"민물장어,갈치조림(돌솥밥포함)"
금산,한솔가든,금산군 금산읍 삼풍로 152,041-753-4132,버섯찌게
금산,가든수목정,금산군 진산면 휴양림로 2198,041-752-1190,"닭백숙,빠가매운탕"
금산,머들령,금산군 추부면 검한1길 156,041-751-7712,삼겹살
금산,인삼고을,금산군 금산읍 남사직길 39,041-753-2059,"한우,염소전골,갈비된장전골"
금산,박가네집,금산군 금산읍 남사직6길 33,041-753-8033,"한우구이,한우사골뼈설렁탕"
금산,황토집사람들,금산군 진산면 태고사로 444,041-752-4110,청국장
금산,대둔산주원명가,금산군 진산면 태고사로 468,041-751-9732,오리코스요리
금산,황금오리알,금산군 추부면 다복로 696,041-752-0114,"오리주물럭,오리한방백숙"
금산,성덕장수촌,금산군 금산읍 삼풍로 163,041-753-2900,오리한방백숙
금산,쌈밥오리,금산군 추부면 하마전로 72,041-753-9288,오리쌈밥
부여,백제의집,부여군 부여읍 흑천로8번길 22,041-834-1212,"연밥,쌈밥"
부여,나루터식당,부여군 부여읍 나루터로 37,041-835-3155,"나루터정식,장어구이"
부여,장어촌,부여군 부여읍 궁남로 6-1,041-834-6614,장어구이
부여,오대양회집,부여군 부여읍 의열로 3,041-835-2827,"활어회,알탕"
부여,어랑어랑,부여군 부여읍 성왕로 250-1,041-836-1533,생대구지리탕
부여,조선왕갈비,부여군 부여읍 나루터로 19,041-836-4433,"조선왕갈비,고추장삼겹살"
부여,아우네순대,부여군 부여읍 부여로 6-14,041-834-3939,"순대국밥,순대철판"
부여,터전,부여군 규암면 흥수로 771,041-834-7794,"오리주물럭,청돼지"
부여,서동한우,부여군 부여읍 성왕로 256,041-832-7585,"한우특수부위모둠,서동탕"
부여,풍년가든,부여군 임천면 충절로1535번길 24-10,041-833-8719,"오리생구이,오리주물럭"
부여,백제가든,부여군 부여읍 가증남로 99,041-836-0306,"생갈비,한우등심"
부여,황토정,부여군 규암면 백제문로 30,041-834-6263,"연갈비정식,특선모듬"
부여,구드래돌쌈밥,부여군 부여읍 나루터로 31,041-836-9259,쌈밥
부여,쭈앤 샤브샤브,부여군 부여읍 계백로 405,041-837-0081,"웰빙쭈꾸미,월남쌈샤브샤브"
부여,인동초회관,부여군 부여읍 동남리191번지2호,041-836-0096,"곱창전골,연잎밥"
부여,외산가든,부여군 외산면 외산로 11,041-836-0950,"삼겹살,육개장"
부여,부여관광회관,부여군 부여읍 백제문화로 33,041-835-1173,"버섯전골,불고기백반"
부여,완도수산 야채 막회,부여군 부여읍 성왕로273번길 46,041-834-0666,"야채막회(대),광어,우럭"
부여,남태평양회타운,부여군 부여읍 성왕로 160-38,041-836-7221,활어회
부여,백제고을누룽지백숙,부여군 부여읍 정림로 96,041-835-8353,누룽지백숙
부여,그집에가면,부여군 부여읍 금성로 39,041-834-0347,"비빔밥,보리밥"
부여,진미칡냉면,부여군 부여읍 나루터로 6,041-837-0558,"냉면,국밥"
부여,솔내음레스토랑,부여군 부여읍 나루터로 39,041-836-0116,솔내음연잎떡갈비정식
부여,석담아구,부여군 부여읍 사비로71번길 7,041-837-2525,"갈산복탕,꽃게장정식"
부여,대덕숯불갈비,부여군 홍산면 홍산로 37,041-835-0090,"돼지갈비,삼겹살"
부여,부여한우곱창,부여군 부여읍 부여로 6-8,041-834-4041,"곱창구이,곱창전골"
부여,신마산아구,부여군 부여읍 계백로 289-11,041-835-5800,"아구찜,뽈탕"
부여,사비아구,부여군 부여읍 부소로 6,041-835-0025,"아구찜,탕,해장국"
부여,바다여행,부여군 부여읍 동남리677번지6호,041-832-8216,활어회
부여,OK샤브칼국수,부여군 부여읍 성왕로 284-1,041-837-4949,"샤브칼국수,매생이칼국수"
