시도,군구,관광지,내/외국인,총계(2019.01 ~ 2020.12),인원계,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,인원계,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
충청남도,보령시,보령머드박물관,합계,"117,360","81,987","7,058","5,102","6,663","2,711","2,985","3,693","17,508","16,897","3,512","6,022","4,523","5,313","35,373","5,802","2,514",260,342,"1,883","3,488","6,304","6,604",898,"2,178","2,592","2,508"
충청남도,보령시,보령문화의전당,내국인,"143,207","132,359","4,211","3,969","3,924","3,667","4,294","4,090","24,255","34,131","37,704","4,426","3,914","3,774","10,848","3,322","1,152",0,0,289,854,"1,293","1,732",0,658,"1,041",507
충청남도,보령시,보령문화의전당,외국인,87,49,10,3,2,0,15,3,3,4,0,5,0,4,38,2,0,0,0,0,25,4,5,0,1,0,1
충청남도,보령시,보령문화의전당,합계,"143,294","132,408","4,221","3,972","3,926","3,667","4,309","4,093","24,258","34,135","37,704","4,431","3,914","3,778","10,886","3,324","1,152",0,0,289,879,"1,297","1,737",0,659,"1,041",508
충청남도,보령시,보령석탄박물관,내국인,"136,478","92,469",0,0,0,0,0,0,"18,565","32,990","9,885","13,995","8,664","8,370","44,009","7,172","2,870",0,0,"2,744","4,522","6,161","12,884",0,"2,394","3,777","1,485"
충청남도,보령시,보령석탄박물관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,보령시,보령석탄박물관,합계,"136,478","92,469",0,0,0,0,0,0,"18,565","32,990","9,885","13,995","8,664","8,370","44,009","7,172","2,870",0,0,"2,744","4,522","6,161","12,884",0,"2,394","3,777","1,485"
충청남도,보령시,성주산 자연휴양림,내국인,"223,672","168,312","4,585","8,486","10,809","12,531","16,138","19,036","20,219","28,386","13,846","13,640","13,728","6,908","55,360","5,692","4,537","2,090","1,535","3,681","4,259","10,216","11,498",0,"3,621","6,808","1,423"
충청남도,보령시,성주산 자연휴양림,합계,"223,672","168,312","4,585","8,486","10,809","12,531","16,138","19,036","20,219","28,386","13,846","13,640","13,728","6,908","55,360","5,692","4,537","2,090","1,535","3,681","4,259","10,216","11,498",0,"3,621","6,808","1,423"
충청남도,보령시,스카이바이크,내국인,"164,867","117,863","6,668","8,456","7,228","9,983","11,288","12,805","10,511","13,375","8,014","15,964","9,213","4,358","47,004","2,873","1,686",0,747,"10,415","7,813","10,730","7,624",0,799,"1,730","2,587"
충청남도,보령시,스카이바이크,외국인,"4,374","4,299",57,18,149,"1,155","1,074",540,123,169,202,401,339,72,75,0,0,0,0,0,0,52,23,0,0,0,0
충청남도,보령시,스카이바이크,합계,"169,241","122,162","6,725","8,474","7,377","11,138","12,362","13,345","10,634","13,544","8,216","16,365","9,552","4,430","47,079","2,873","1,686",0,747,"10,415","7,813","10,782","7,647",0,799,"1,730","2,587"
충청남도,보령시,오서산자연휴양림,내국인,"139,011","96,554","6,924","6,542","5,962","1,122","5,578","3,851","3,698","7,806","5,656","19,960","21,692","7,763","42,457","4,723","2,606","1,309",0,"2,149","3,870","4,582","2,748","1,356","9,514","6,963","2,637"
충청남도,보령시,오서산자연휴양림,외국인,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,보령시,오서산자연휴양림,합계,"139,014","96,557","6,924","6,542","5,962","1,122","5,578","3,854","3,698","7,806","5,656","19,960","21,692","7,763","42,457","4,723","2,606","1,309",0,"2,149","3,870","4,582","2,748","1,356","9,514","6,963","2,637"
충청남도,보령시,웨스토피아,내국인,"127,963","83,407","4,368","5,127","6,975","7,176","7,464","7,404","8,260","10,990","4,918","6,240","8,585","5,900","44,556","5,810","4,710","6,011","4,804","5,586","3,860","1,721","4,057","1,481","1,899","3,186","1,431"
충청남도,보령시,웨스토피아,외국인,121,121,12,15,10,10,18,9,5,5,7,10,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,보령시,웨스토피아,합계,"128,084","83,528","4,380","5,142","6,985","7,186","7,482","7,413","8,265","10,995","4,925","6,250","8,600","5,905","44,556","5,810","4,710","6,011","4,804","5,586","3,860","1,721","4,057","1,481","1,899","3,186","1,431"
충청남도,보령시,짚트랙코리아(주),내국인,"203,445","165,081","5,877","8,292","9,867","12,013","15,502","17,533","17,134","32,118","11,697","17,944","10,202","6,902","38,364","2,043","1,084",978,798,"2,640","1,909","2,917","3,757","1,714","11,873","6,535","2,116"
충청남도,보령시,짚트랙코리아(주),외국인,"11,964","11,751",0,0,0,"1,334","2,735","3,093","1,290","2,418",881,0,0,0,213,0,0,0,0,0,213,0,0,0,0,0,0
충청남도,보령시,짚트랙코리아(주),합계,"215,409","176,832","5,877","8,292","9,867","13,347","18,237","20,626","18,424","34,536","12,578","17,944","10,202","6,902","38,577","2,043","1,084",978,798,"2,640","2,122","2,917","3,757","1,714","11,873","6,535","2,116"
충청남도,아산시,곡교천 은행나무길,내국인,"78,683","29,570",,,,,,,"2,931","3,574","3,362","11,237","7,004","1,462","49,113",842,"1,116","3,608","3,083","5,020","5,294","5,221","3,389","5,301","7,416","7,559","1,264"
충청남도,아산시,곡교천 은행나무길,합계,"78,683","29,570",,,,,,,"2,931","3,574","3,362","11,237","7,004","1,462","49,113",842,"1,116","3,608","3,083","5,020","5,294","5,221","3,389","5,301","7,416","7,559","1,264"
충청남도,아산시,공세리성당,내국인,"145,985","74,114","3,731","3,703","6,137","10,330","8,744","6,951","4,685","5,139","5,005","8,048","7,364","4,277","71,871","4,671","2,745","2,541","6,750","5,909","5,048","4,059",362,0,"8,487","6,167","25,132"
충청남도,아산시,공세리성당,합계,"145,985","74,114","3,731","3,703","6,137","10,330","8,744","6,951","4,685","5,139","5,005","8,048","7,364","4,277","71,871","4,671","2,745","2,541","6,750","5,909","5,048","4,059",362,0,"8,487","6,167","25,132"
충청남도,아산시,광덕산(강당계곡),내국인,"111,296","61,792","1,630","1,671","2,969","2,801","5,929","8,386","9,251","20,130","2,650","2,843","2,114","1,418","49,504","1,453","1,886","3,802","4,358","5,484","8,079","7,166","7,993","3,786","2,524","1,487","1,486"
충청남도,아산시,광덕산(강당계곡),합계,"111,296","61,792","1,630","1,671","2,969","2,801","5,929","8,386","9,251","20,130","2,650","2,843","2,114","1,418","49,504","1,453","1,886","3,802","4,358","5,484","8,079","7,166","7,993","3,786","2,524","1,487","1,486"
충청남도,아산시,도고컨트리클럽,내국인,"175,160","84,290","2,335","3,026","8,029","8,619","10,074","9,795","7,789","6,963","8,036","8,596","7,010","4,018","90,870","2,792","4,092","7,851","9,713","9,990","10,037","9,001","7,923","9,009","8,972","7,159","4,331"
충청남도,아산시,도고컨트리클럽,합계,"175,160","84,290","2,335","3,026","8,029","8,619","10,074","9,795","7,789","6,963","8,036","8,596","7,010","4,018","90,870","2,792","4,092","7,851","9,713","9,990","10,037","9,001","7,923","9,009","8,972","7,159","4,331"
충청남도,아산시,맹씨행단,내국인,"17,691","8,807",,,,,,,"1,561","1,229","1,992","2,626","1,203",196,"8,884",703,413,377,0,0,0,"1,491",689,"1,418","2,096","1,137",560
충청남도,아산시,맹씨행단,합계,"17,691","8,807",,,,,,,"1,561","1,229","1,992","2,626","1,203",196,"8,884",703,413,377,0,0,0,"1,491",689,"1,418","2,096","1,137",560
충청남도,아산시,배방산,내국인,"68,266","15,903",,,,,,,"3,250","3,011","2,807","1,786","2,879","2,170","52,363","3,074","2,905","7,260","6,932","5,378","4,132","3,788",696,"4,240","6,255","3,707","3,996"
충청남도,아산시,배방산,합계,"68,266","15,903",,,,,,,"3,250","3,011","2,807","1,786","2,879","2,170","52,363","3,074","2,905","7,260","6,932","5,378","4,132","3,788",696,"4,240","6,255","3,707","3,996"
충청남도,아산시,세계꽃식물원,내국인,"260,653","189,377","16,973","19,733","37,009","37,594","24,856","9,063","4,725","4,227","4,937","9,592","8,132","12,536","71,276","14,446","6,553","5,307","10,124","13,182","3,676","3,259","2,362",99,"4,799","4,239","3,230"
충청남도,아산시,세계꽃식물원,외국인,"3,002","1,482",32,100,258,232,197,154,53,75,94,137,93,57,"1,520",140,106,68,166,409,184,118,80,0,139,69,41
충청남도,아산시,세계꽃식물원,합계,"263,655","190,859","17,005","19,833","37,267","37,826","25,053","9,217","4,778","4,302","5,031","9,729","8,225","12,593","72,796","14,586","6,659","5,375","10,290","13,591","3,860","3,377","2,442",99,"4,938","4,308","3,271"
충청남도,아산시,신정호국민관광지,내국인,"421,383","249,885","2,422","2,625","4,858","23,202","29,872","31,772","39,107","32,052","33,275","22,036","17,832","10,832","171,498","2,922","5,477",0,0,0,0,"33,761","19,932","30,278","35,761","21,053","22,314"
충청남도,아산시,신정호국민관광지,합계,"421,383","249,885","2,422","2,625","4,858","23,202","29,872","31,772","39,107","32,052","33,275","22,036","17,832","10,832","171,498","2,922","5,477",0,0,0,0,"33,761","19,932","30,278","35,761","21,053","22,314"
충청남도,아산시,아산레일바이크,내국인,"64,790","38,827","1,379","2,233","2,902","4,521","5,574","3,386","1,656","2,353","3,890","6,505","3,356","1,072","25,963","1,248",487,"1,059","2,045","3,837","1,616","1,761","2,260","3,071","6,678","1,524",377
충청남도,아산시,아산레일바이크,외국인,369,369,22,34,38,40,35,25,35,52,68,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,아산시,아산레일바이크,합계,"65,159","39,196","1,401","2,267","2,940","4,561","5,609","3,411","1,691","2,405","3,958","6,505","3,356","1,092","25,963","1,248",487,"1,059","2,045","3,837","1,616","1,761","2,260","3,071","6,678","1,524",377
충청남도,아산시,아산스파비스,내국인,"351,295","273,464","30,587","27,548","7,155","22,904","17,065","29,152","31,483","49,093","11,643","10,810","12,796","23,228","77,831","24,336",886,0,507,"9,345","6,278","10,933","23,738","1,808",0,0,0
충청남도,아산시,아산스파비스,합계,"351,295","273,464","30,587","27,548","7,155","22,904","17,065","29,152","31,483","49,093","11,643","10,810","12,796","23,228","77,831","24,336",886,0,507,"9,345","6,278","10,933","23,738","1,808",0,0,0
충청남도,아산시,아산외암마을,내국인,"444,347","348,337","14,343","16,918","22,620","28,845","30,910","24,681","14,340","14,856","23,094","120,107","25,623","12,000","96,010","12,959","4,084",0,0,"11,899","10,354","13,481","1,827","3,956","25,411","12,039",0
충청남도,아산시,아산외암마을,외국인,"7,835","6,746",249,453,504,727,793,336,235,443,519,"1,289",810,388,"1,089",181,82,0,0,107,108,162,24,54,244,127,0
충청남도,아산시,아산외암마을,합계,"452,182","355,083","14,592","17,371","23,124","29,572","31,703","25,017","14,575","15,299","23,613","121,396","26,433","12,388","97,099","13,140","4,166",0,0,"12,006","10,462","13,643","1,851","4,010","25,655","12,166",0
충청남도,아산시,아산코미디홀,내국인,"4,870","3,738",,179,223,195,202,327,339,381,476,"1,032",186,198,"1,132",279,146,114,0,69,73,83,273,0,86,9,0
충청남도,아산시,아산코미디홀,합계,"4,870","3,738",,179,223,195,202,327,339,381,476,"1,032",186,198,"1,132",279,146,114,0,69,73,83,273,0,86,9,0
충청남도,아산시,에스지아름다운C.C,내국인,"184,667","90,857","1,218","2,710","7,301","8,832","11,054","10,692","9,199","9,880","8,201","10,461","8,464","2,845","93,810","1,309","3,387","6,754","9,561","10,925","10,936","9,891","8,584","9,895","10,548","8,730","3,290"
충청남도,아산시,에스지아름다운C.C,합계,"184,667","90,857","1,218","2,710","7,301","8,832","11,054","10,692","9,199","9,880","8,201","10,461","8,464","2,845","93,810","1,309","3,387","6,754","9,561","10,925","10,936","9,891","8,584","9,895","10,548","8,730","3,290"
충청남도,아산시,영인산자연휴양림,내국인,"473,542","284,047","13,220","12,078","17,064","28,599","38,594","28,754","18,063","28,241","21,884","38,883","26,919","11,748","189,495","12,820","10,246",0,0,"11,492","20,181","23,059","16,563","19,851","36,852","23,566","14,865"
충청남도,아산시,영인산자연휴양림,외국인,"1,302",740,44,51,41,73,94,102,58,79,77,0,0,121,562,67,58,0,0,0,0,0,0,0,231,107,99
충청남도,아산시,영인산자연휴양림,합계,"474,844","284,787","13,264","12,129","17,105","28,672","38,688","28,856","18,121","28,320","21,961","38,883","26,919","11,869","190,057","12,887","10,304",0,0,"11,492","20,181","23,059","16,563","19,851","37,083","23,673","14,964"
충청남도,아산시,온양관광호텔(온천탕),내국인,"613,772","399,068","49,294","46,585","42,002","32,353","29,223","24,917","22,372","23,081","26,041","30,700","33,600","38,900","214,704","44,417","17,791","13,084","15,775","22,838","14,662","15,148","13,535","11,495","17,836","15,196","12,927"
충청남도,아산시,온양관광호텔(온천탕),합계,"613,772","399,068","49,294","46,585","42,002","32,353","29,223","24,917","22,372","23,081","26,041","30,700","33,600","38,900","214,704","44,417","17,791","13,084","15,775","22,838","14,662","15,148","13,535","11,495","17,836","15,196","12,927"
충청남도,아산시,온양그랜드호텔(온천탕),내국인,"97,148","95,129","21,682","21,039","19,700",963,"1,322",798,647,"1,199","1,401","1,652","1,735","22,991","2,019","1,065",896,58,0,0,0,0,0,0,0,0,0
충청남도,아산시,온양그랜드호텔(온천탕),합계,"97,148","95,129","21,682","21,039","19,700",963,"1,322",798,647,"1,199","1,401","1,652","1,735","22,991","2,019","1,065",896,58,0,0,0,0,0,0,0,0,0
충청남도,아산시,온양민속박물관,내국인,"56,752","41,135","2,595","1,927","2,445","4,579","4,400","2,695","1,926","2,883","3,853","7,226","4,201","2,405","15,617","2,071",310,0,347,"1,437",859,"1,263","1,400",873,"4,831","1,875",351
충청남도,아산시,온양민속박물관,외국인,"1,430","1,323",13,14,66,117,143,31,58,18,42,300,490,31,107,30,4,0,0,0,0,7,27,2,22,14,1
충청남도,아산시,온양민속박물관,합계,"58,182","42,458","2,608","1,941","2,511","4,696","4,543","2,726","1,984","2,901","3,895","7,526","4,691","2,436","15,724","2,101",314,0,347,"1,437",859,"1,270","1,427",875,"4,853","1,889",352
충청남도,아산시,윤보선전대통령생가,내국인,"3,694","2,689",,,,,,,473,527,502,228,742,217,"1,005",257,287,285,176,0,0,0,0,0,0,0,0
충청남도,아산시,윤보선전대통령생가,합계,"3,694","2,689",,,,,,,473,527,502,228,742,217,"1,005",257,287,285,176,0,0,0,0,0,0,0,0
충청남도,아산시,이순신빙상장,내국인,"121,106","88,703","15,109","11,004","6,192","6,299","5,446","5,670","7,191","8,002","6,894","5,658","5,526","5,712","32,403","10,330","4,997",0,0,885,"3,088","3,677","3,466",0,865,"3,264","1,831"
충청남도,아산시,이순신빙상장,합계,"121,106","88,703","15,109","11,004","6,192","6,299","5,446","5,670","7,191","8,002","6,894","5,658","5,526","5,712","32,403","10,330","4,997",0,0,885,"3,088","3,677","3,466",0,865,"3,264","1,831"
충청남도,아산시,천년의 숲길(봉곡사),내국인,"109,923","47,289","2,530","3,068","3,777","4,250","6,742","4,110","3,627","4,293","3,714","4,446","3,825","2,907","62,634","3,151","3,210","6,737","7,157","6,270","5,384","5,499","4,347","6,102","6,902","4,079","3,796"
충청남도,아산시,천년의 숲길(봉곡사),합계,"109,923","47,289","2,530","3,068","3,777","4,250","6,742","4,110","3,627","4,293","3,714","4,446","3,825","2,907","62,634","3,151","3,210","6,737","7,157","6,270","5,384","5,499","4,347","6,102","6,902","4,079","3,796"
충청남도,아산시,파라다이스스파도고,내국인,"645,769","502,803","55,670","60,304","45,590","19,084","28,903","42,378","40,521","63,203","30,647","21,970","31,252","63,281","142,966","49,188","11,796",203,0,"11,175","9,787","11,664","21,189",539,"13,963","8,785","4,677"
충청남도,아산시,파라다이스스파도고,외국인,929,882,116,89,35,11,39,72,121,153,37,24,51,134,47,0,0,0,0,0,2,0,0,0,33,12,0
충청남도,아산시,파라다이스스파도고,합계,"646,698","503,685","55,786","60,393","45,625","19,095","28,942","42,450","40,642","63,356","30,684","21,994","31,303","63,415","143,013","49,188","11,796",203,0,"11,175","9,789","11,664","21,189",539,"13,996","8,797","4,677"
충청남도,아산시,피나클랜드,내국인,"81,703","81,703","9,446","2,274","2,102","15,441","16,906","8,590","2,422","2,818","5,165","15,337","1,202",,,,,,,,,,,,,,
충청남도,아산시,피나클랜드,외국인,"1,059","1,059",123,56,102,77,98,45,99,120,144,180,15,,,,,,,,,,,,,,
충청남도,아산시,피나클랜드,합계,"82,762","82,762","9,569","2,330","2,204","15,518","17,004","8,635","2,521","2,938","5,309","15,517","1,217",,,,,,,,,,,,,,
충청남도,아산시,현충사,내국인,"643,303","275,279","12,786","14,412","21,743","39,949","32,903","23,515","11,787","10,214","17,482","38,581","39,041","12,866","368,024","12,803","6,296","24,338","37,093","45,470","20,634","29,325","30,142","27,973","77,897","45,204","10,849"
충청남도,아산시,현충사,합계,"643,303","275,279","12,786","14,412","21,743","39,949","32,903","23,515","11,787","10,214","17,482","38,581","39,041","12,866","368,024","12,803","6,296","24,338","37,093","45,470","20,634","29,325","30,142","27,973","77,897","45,204","10,849"
충청남도,아산시,환경과학공원,내국인,"502,979","422,238","32,293","31,294","39,244","42,014","44,469","37,594","26,721","40,106","26,524","47,539","26,902","27,538","80,741","23,092","4,940",0,0,"1,438","3,541","13,883","13,698",47,"9,834","7,396","2,872"
충청남도,아산시,환경과학공원,합계,"502,979","422,238","32,293","31,294","39,244","42,014","44,469","37,594","26,721","40,106","26,524","47,539","26,902","27,538","80,741","23,092","4,940",0,0,"1,438","3,541","13,883","13,698",47,"9,834","7,396","2,872"
충청남도,서산시,간월암,내국인,"2,786,286","1,379,670",,,,,,,"121,240","233,245","242,719","364,797","226,399","191,270","1,406,616","123,037","81,745","94,803","118,593","167,145","136,331","120,820","134,471","89,008","157,634","98,717","84,312"
충청남도,서산시,간월암,합계,"2,786,286","1,379,670",,,,,,,"121,240","233,245","242,719","364,797","226,399","191,270","1,406,616","123,037","81,745","94,803","118,593","167,145","136,331","120,820","134,471","89,008","157,634","98,717","84,312"
충청남도,서산시,개심사,내국인,"552,760",,,,,,,,,,,,,,"552,760","19,881","16,800","32,812","190,260","148,213","20,527","16,953","12,920","15,162","36,444","30,759","12,029"
충청남도,서산시,개심사,합계,"552,760",,,,,,,,,,,,,,"552,760","19,881","16,800","32,812","190,260","148,213","20,527","16,953","12,920","15,162","36,444","30,759","12,029"
충청남도,서산시,개심사(등산로),내국인,"137,981",,,,,,,,,,,,,,"137,981","20,028","8,126","6,117","27,449","22,725","5,603","6,464","7,189","7,820","10,225","11,197","5,038"
충청남도,서산시,개심사(등산로),합계,"137,981",,,,,,,,,,,,,,"137,981","20,028","8,126","6,117","27,449","22,725","5,603","6,464","7,189","7,820","10,225","11,197","5,038"
충청남도,서산시,서산류방택천문기상과학관,내국인,"54,212","40,267","3,390","2,528","2,573","2,932","7,904","3,223","2,385","4,727","2,397","3,747","2,157","2,304","13,945","2,773","1,242",0,0,955,"1,927","1,866",918,0,"2,042","1,389",833
충청남도,서산시,서산류방택천문기상과학관,외국인,224,224,0,0,0,0,0,0,24,43,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서산시,서산류방택천문기상과학관,합계,"54,436","40,491","3,390","2,528","2,573","2,932","7,904","3,223","2,409","4,770","2,397","3,904","2,157","2,304","13,945","2,773","1,242",0,0,955,"1,927","1,866",918,0,"2,042","1,389",833
충청남도,서산시,서산버드랜드,내국인,"117,615","106,171","7,654","6,000","8,667","7,461","11,886","9,825","9,550","13,523","4,688","11,580","6,693","8,644","11,444","5,983","2,038",0,0,0,0,0,0,0,0,"3,072",351
충청남도,서산시,서산버드랜드,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서산시,서산버드랜드,합계,"117,615","106,171","7,654","6,000","8,667","7,461","11,886","9,825","9,550","13,523","4,688","11,580","6,693","8,644","11,444","5,983","2,038",0,0,0,0,0,0,0,0,"3,072",351
충청남도,서산시,서산용현리마애여래삼존상,내국인,"56,761",,,,,,,,,,,,,,"56,761","4,482","3,026","4,056","7,217","8,071","5,478","6,484","6,167",0,"3,845","4,973","2,962"
충청남도,서산시,서산용현리마애여래삼존상,합계,"56,761",,,,,,,,,,,,,,"56,761","4,482","3,026","4,056","7,217","8,071","5,478","6,484","6,167",0,"3,845","4,973","2,962"
충청남도,서산시,안견기념관,내국인,"3,325",,,,,,,,,,,,,,"3,325",509,349,0,0,404,409,468,255,0,356,499,76
충청남도,서산시,안견기념관,합계,"3,325",,,,,,,,,,,,,,"3,325",509,349,0,0,404,409,468,255,0,356,499,76
충청남도,서산시,용현자연휴양림,내국인,"138,055","83,821","3,676","3,522","5,091","6,669","9,165","6,612","5,020","10,497","8,485","12,890","10,329","1,865","54,234","2,431","2,363","1,005",594,"3,729","5,910","12,989","9,460",790,"4,051","7,517","3,395"
충청남도,서산시,용현자연휴양림,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서산시,용현자연휴양림,합계,"138,055","83,821","3,676","3,522","5,091","6,669","9,165","6,612","5,020","10,497","8,485","12,890","10,329","1,865","54,234","2,431","2,363","1,005",594,"3,729","5,910","12,989","9,460",790,"4,051","7,517","3,395"
충청남도,서산시,웅도,내국인,"10,710",,,,,,,,,,,,,,"10,710",500,410,600,"1,200","1,500","1,200","1,000",600,600,"1,800","1,000",300
충청남도,서산시,웅도,합계,"10,710",,,,,,,,,,,,,,"10,710",500,410,600,"1,200","1,500","1,200","1,000",600,600,"1,800","1,000",300
충청남도,서산시,팔봉산,내국인,"545,516","290,944",,,,,,,"64,546","43,059","32,431","58,422","47,674","44,812","254,572","37,828","45,113","23,717","24,966","19,884","17,304","11,699","10,849","17,266","21,824","12,667","11,455"
충청남도,서산시,팔봉산,합계,"545,516","290,944",,,,,,,"64,546","43,059","32,431","58,422","47,674","44,812","254,572","37,828","45,113","23,717","24,966","19,884","17,304","11,699","10,849","17,266","21,824","12,667","11,455"
충청남도,서산시,팔봉산(어송리),내국인,"47,875",,,,,,,,,,,,,,"47,875","4,099","4,038","3,702","4,280","4,373","6,851","3,617","2,864","3,947","3,931","2,951","3,222"
충청남도,서산시,팔봉산(어송리),합계,"47,875",,,,,,,,,,,,,,"47,875","4,099","4,038","3,702","4,280","4,373","6,851","3,617","2,864","3,947","3,931","2,951","3,222"
충청남도,서산시,해미순교성지,내국인,"25,403",,,,,,,,,,,,,,"25,403","2,338","1,564","1,310","2,408","2,867","2,231","1,861","1,724","1,730","2,865","2,983","1,522"
